"filename", "language", "Markdown", "JSON", "JavaScript", "YAML", "Ignore", "TypeScript", "XML", "TypeScript JSX", "JSON with Comments", "PostCSS", "Groovy", "Docker", "HTML", "comment", "blank", "total"
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\components\instrutions\i2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 4, 110
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\components\instrutions\i3.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 55
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\components\instrutions\i3.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 2, 134
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\components\instrutions\i4.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 18
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\components\instrutions\i4.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 2, 68
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 8, 69
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\layout\background.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 3, 24
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\layout\background.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 10, 7, 95
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\layout\loading.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 8, 63
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\layout\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 3, 12, 169
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\layout\menu.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 4, 162
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\layout\menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 8, 10, 107
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\stores\global.ts", "TypeScript", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 5, 17, 259
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\tsconfig.app.json", "JSON", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\tsconfig.node.json", "JSON", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"e:\Projects\Nextjs-projects\icstudio\snakeball-react-main\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"Total", "-", 385, 5950, 43, 7487, 2, 1767, 1627, 6124, 34, 581, 92, 20, 13, 304, 2951, 27380
